Market,Investor,Duration,Direction,Threshold,Signal_Count,Avg_Flow,Median_Flow,Avg_Return_10D,Median_Return_10D,Std_Return_10D,Win_Rate_10D,Max_Gain_10D,Max_Loss_10D,Avg_Return_20D,Median_Return_20D,Std_Return_20D,Win_Rate_20D,Max_Gain_20D,Max_Loss_20D
KOSDAQ150,연기금,20,SELL,2.5,59973,-3574815132.3429084,-1247008000.0,1.1259708915857352,-0.1890359168241984,12.035352705824307,48.628549513947945,242.55599472990772,-67.23061430010071,2.420207028515164,-0.2547770700636942,18.45998901787868,48.81451192219025,389.7792313982012,-69.7808764940239
KOSDAQ150,개인,30,BUY,2.5,65983,13814484080.24594,4661073515.0,1.3501248866155433,-0.2061855670103085,12.513626407404836,48.58221056938908,242.55599472990772,-55.868544600938975,2.66197544778364,-0.19455326558034947,18.391764287751787,49.03945843751906,347.5409836065574,-59.85498275709612
KOSDAQ150,개인,30,SELL,2.5,71353,-16833144386.49548,-5710846355.0,1.0468062417322173,-0.3589375448671883,11.964397097572956,47.944725519599736,189.85507246376807,-67.23061430010071,2.2969142209702857,-0.36474177612615394,18.441480035162385,48.53353736291762,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,30,BUY,2.5,66930,15150092406.194206,4751473550.0,1.1112361070119219,-0.3533568904593664,12.303684587678967,47.98595547587031,221.45402708481825,-67.23061430010071,2.487889755976626,-0.4112423144570887,19.11514412204,48.29286683758106,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,30,SELL,2.5,70288,-13219114124.813,-4575358265.0,1.2700039880080778,-0.2298850574712685,12.173455222781502,48.46773275665832,242.55599472990772,-55.868544600938975,2.4582530092601385,-0.1645761158429293,17.746388493944224,49.17978720353322,301.8619084561676,-59.85498275709612
KOSDAQ150,금융투자,30,BUY,2.5,77073,5107451668.749292,1664776500.0,1.1657317480759328,-0.1477104874446078,11.80018741651106,48.86795635306787,145.32453245324533,-67.23061430010071,2.4977125361287706,0.0,17.560727262917673,49.71200883698911,309.4488188976378,-69.7808764940239
KOSDAQ150,금융투자,30,SELL,2.5,59613,-3516146748.3123274,-1055114170.0,1.2034900095303442,-0.4464285714285698,12.658687500671824,47.4409944139701,242.55599472990772,-55.60880714475196,2.3938310594346928,-0.6561679790026198,19.30751236816047,47.529380117352346,389.7792313982012,-59.85498275709612
KOSDAQ150,연기금,30,BUY,2.5,63788,4735556613.800302,1789123405.0,0.9304385482892772,-0.4677128230787475,11.984780645051353,47.42271273593779,123.58642972536347,-55.868544600938975,1.8383712963210812,-0.6546644844517169,17.303021161838167,47.7807490861908,170.74380165289256,-61.280931586608446
KOSDAQ150,연기금,30,SELL,2.5,59993,-4667486175.45185,-1594115250.0,1.2708632638754767,-0.1267427122940478,12.171708613866354,49.00738419482273,242.55599472990772,-67.23061430010071,2.691255640407477,0.0,18.683421338099613,49.50370121130552,389.7792313982012,-69.7808764940239
KOSDAQ150,개인,50,BUY,2.5,63967,18691962517.372345,6381679475.0,1.3142352574781517,-0.2364066193853431,12.460210715451968,48.39995622742977,221.45402708481825,-55.868544600938975,2.643620743054936,-0.29928923006641844,18.478124080464184,48.701829383290374,296.2936564504633,-59.85498275709612
KOSDAQ150,개인,50,SELL,2.5,71029,-23287275898.097546,-7963738984.0,1.1032240122948243,-0.3316749585406287,12.087795010957247,48.10007180165848,242.55599472990772,-67.23061430010071,2.2845825330100116,-0.348432055749126,18.51987379205203,48.60394883045101,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,50,BUY,2.5,65580,20738839313.441933,6381901100.0,1.2067550663247735,-0.3025541900807782,12.249023820391406,48.23269289417505,242.55599472990772,-67.23061430010071,2.4222984913284495,-0.3861003861003853,18.841550146096175,48.416157198515485,389.7792313982012,-69.7808764940239
KOSDAQ150,외국인,50,SELL,2.5,69318,-17629164458.719772,-6136352800.0,1.199557998159984,-0.2803084768269182,12.290676233379756,48.20970022216452,221.45402708481825,-67.08677685950413,2.485585861462113,-0.2801120448179262,18.18648132568185,48.81307147737349,296.2936564504633,-69.07801418439716
KOSDAQ150,금융투자,50,BUY,2.5,79823,6827911744.578816,2304029100.0,1.2446335705374398,-0.1295336787564771,11.900882781379668,48.9746063164752,221.45402708481825,-67.23061430010071,2.5101018909919404,0.0,17.84405724887783,49.66229083614758,309.4488188976378,-69.7808764940239
KOSDAQ150,금융투자,50,SELL,2.5,54933,-4741620066.796496,-1379298760.0,1.129329862516673,-0.5228758169934622,12.770569630539748,47.14470354795842,242.55599472990772,-55.868544600938975,2.336106957509344,-0.7654458275041576,19.37837779454771,47.126960963152136,389.7792313982012,-59.85498275709612
KOSDAQ150,연기금,50,BUY,2.5,66112,6288324015.187919,2457549130.0,0.9688079180412248,-0.43542944286076857,11.88350426533485,47.623729428848016,123.58642972536347,-55.868544600938975,1.9410718632403303,-0.633312222925897,17.35621378834122,47.829472751981186,189.81723237597916,-61.280931586608446
KOSDAQ150,연기금,50,SELL,2.5,58767,-6415577746.7897415,-2213059600.0,1.2911775628756466,-0.158478605388268,12.37825622662521,48.83182738611806,242.55599472990772,-67.23061430010071,2.633151066162395,-0.1141558461867309,18.896358466931563,49.369783974997425,389.7792313982012,-69.7808764940239
