Date,Code,Year,Entry_Price,Return,Holding_Days,Exit_Reason
2025-12-12,83650,2025,64200,-3.0,1,STOP_LOSS_3%
2025-07-03,84370,2025,43050,-3.0,2,STOP_LOSS_3%
2025-06-10,85660,2025,11600,-3.0,2,STOP_LOSS_3%
2025-10-27,85660,2025,13240,-3.0,1,STOP_LOSS_3%
2025-04-04,86520,2025,52100,-3.0,1,STOP_LOSS_3%
2025-06-24,86520,2025,48900,-3.0,1,STOP_LOSS_3%
2025-10-16,86520,2025,57700,54.59272097053726,10,MAX_DAYS
2025-10-17,86520,2025,73300,-3.0,1,STOP_LOSS_3%
2025-12-08,86520,2025,117500,-3.0,1,STOP_LOSS_3%
2025-04-01,87010,2025,106500,-3.0,1,STOP_LOSS_3%
2025-04-11,87010,2025,164700,-3.0,2,STOP_LOSS_3%
2025-06-10,87010,2025,192500,-3.0,3,STOP_LOSS_3%
2025-07-15,87010,2025,235000,-3.0,1,STOP_LOSS_3%
2025-07-17,87010,2025,283500,3.527336860670194,10,MAX_DAYS
2025-09-01,89030,2025,35800,43.01675977653631,10,MAX_DAYS
2025-09-15,89030,2025,51200,-3.0,1,STOP_LOSS_3%
2025-01-09,90360,2025,27350,-3.0,3,STOP_LOSS_3%
2025-06-23,90360,2025,30800,-3.0,2,STOP_LOSS_3%
2025-09-18,90360,2025,44000,-3.0,1,STOP_LOSS_3%
2025-09-19,90360,2025,48300,-3.0,5,STOP_LOSS_3%
2025-10-14,90360,2025,62900,36.089030206677265,10,MAX_DAYS
2025-10-24,90360,2025,79800,-3.0,2,STOP_LOSS_3%
2025-01-02,90710,2025,1746,-3.0,1,STOP_LOSS_3%
2025-02-07,90710,2025,1972,39.705882352941174,10,MAX_DAYS
2025-02-10,90710,2025,2515,-3.0,1,STOP_LOSS_3%
2025-02-14,90710,2025,2430,-3.0,9,STOP_LOSS_3%
2025-02-18,90710,2025,2785,-3.0,2,STOP_LOSS_3%
2025-04-15,90710,2025,2145,-3.0,1,STOP_LOSS_3%
2025-06-27,90710,2025,3130,-3.0,4,STOP_LOSS_3%
2025-09-10,90710,2025,2995,10.51752921535893,10,MAX_DAYS
2025-09-15,90710,2025,3635,-3.0,1,STOP_LOSS_3%
2025-10-20,90710,2025,5980,-3.0,2,STOP_LOSS_3%
2025-12-29,90710,2025,7980,-3.0,1,STOP_LOSS_3%
2025-02-05,95610,2025,20150,15.136476426799009,10,MAX_DAYS
2025-02-06,95610,2025,22350,-3.0,1,STOP_LOSS_3%
2025-09-12,95610,2025,37650,11.553784860557768,10,MAX_DAYS
2025-01-06,96530,2025,27850,-3.0,1,STOP_LOSS_3%
2025-06-30,96770,2025,122400,-3.0,1,STOP_LOSS_3%
2025-03-04,97230,2025,7930,0.12610340479192939,10,MAX_DAYS
2025-04-11,97230,2025,8250,-3.0,2,STOP_LOSS_3%
2025-08-04,97230,2025,10200,24.11764705882353,10,MAX_DAYS
2025-08-06,97230,2025,11430,23.184601924759406,10,MAX_DAYS
2025-08-07,97230,2025,13700,-3.0,1,STOP_LOSS_3%
2025-09-03,97230,2025,23400,-3.0,1,STOP_LOSS_3%
2025-01-20,98460,2025,12220,48.28150572831424,10,MAX_DAYS
2025-05-08,98460,2025,17400,-3.0,2,STOP_LOSS_3%
2025-11-06,98460,2025,20100,-3.0,1,STOP_LOSS_3%
2025-11-28,98460,2025,23700,12.025316455696203,10,MAX_DAYS
2025-09-11,99320,2025,59500,20.0,10,MAX_DAYS
2025-09-19,99320,2025,70900,-3.0,1,STOP_LOSS_3%
2025-04-21,100790,2025,5560,-3.0,1,STOP_LOSS_3%
2025-06-04,100790,2025,6100,29.34426229508197,10,MAX_DAYS
2025-10-27,100790,2025,8700,-3.0,1,STOP_LOSS_3%
2025-11-28,100790,2025,9390,12.88604898828541,10,MAX_DAYS
2025-12-18,100790,2025,14240,-3.0,4,STOP_LOSS_3%
2025-12-22,100790,2025,22200,-3.0,1,STOP_LOSS_3%
2025-02-07,102710,2025,23750,-3.0,3,STOP_LOSS_3%
2025-06-24,102710,2025,35400,12.146892655367232,10,MAX_DAYS
2025-07-28,102710,2025,42150,-3.0,4,STOP_LOSS_3%
2025-06-10,103140,2025,77000,62.5974025974026,10,MAX_DAYS
2025-06-13,103140,2025,107000,-3.0,2,STOP_LOSS_3%
2025-06-19,103140,2025,126500,-3.0,3,STOP_LOSS_3%
2025-06-27,103590,2025,37600,-3.0,5,STOP_LOSS_3%
2025-10-24,103590,2025,50900,-3.0,1,STOP_LOSS_3%
2025-01-09,108490,2025,29896,23.290741236285793,10,MAX_DAYS
2025-05-14,108490,2025,47717,13.265712429532453,10,MAX_DAYS
2025-06-20,108490,2025,61351,5.872764910107415,10,MAX_DAYS
2025-06-23,108490,2025,79756,-3.0,1,STOP_LOSS_3%
2025-08-25,108490,2025,98064,-3.0,1,STOP_LOSS_3%
2025-09-02,108490,2025,100206,-3.0,1,STOP_LOSS_3%
2025-09-19,108490,2025,132635,44.23040675538131,10,MAX_DAYS
2025-06-23,112040,2025,43000,-3.0,1,STOP_LOSS_3%
2025-05-08,112610,2025,42850,8.868144690781797,10,MAX_DAYS
2025-05-14,112610,2025,49300,-3.0,1,STOP_LOSS_3%
2025-02-19,115180,2025,5880,-3.0,1,STOP_LOSS_3%
2025-08-28,115180,2025,12110,-3.0,2,STOP_LOSS_3%
2025-10-21,121600,2025,63800,4.702194357366771,10,MAX_DAYS
2025-05-09,122870,2025,74400,-3.0,1,STOP_LOSS_3%
2025-08-11,122870,2025,104300,-3.0,2,STOP_LOSS_3%
2025-02-17,124500,2025,6850,-3.0,1,STOP_LOSS_3%
2025-06-05,124500,2025,14700,96.5986394557823,10,MAX_DAYS
2025-09-03,124500,2025,16970,-3.0,1,STOP_LOSS_3%
2025-09-24,124500,2025,17970,-3.0,1,STOP_LOSS_3%
2025-10-10,124500,2025,22600,-3.0,1,STOP_LOSS_3%
2025-12-10,124500,2025,25750,-3.0,4,STOP_LOSS_3%
2025-10-27,128940,2025,428000,-3.0,1,STOP_LOSS_3%
2025-01-14,131970,2025,29350,-3.0,7,STOP_LOSS_3%
2025-01-17,131970,2025,32850,-3.0,1,STOP_LOSS_3%
2025-02-10,131970,2025,37900,-3.0,1,STOP_LOSS_3%
2025-05-30,131970,2025,27100,-3.0,1,STOP_LOSS_3%
2025-10-15,131970,2025,53800,-3.0,1,STOP_LOSS_3%
2025-02-17,137400,2025,46650,-3.0,9,STOP_LOSS_3%
2025-03-25,140410,2025,32450,-3.0,3,STOP_LOSS_3%
2025-09-02,140410,2025,48550,-3.0,1,STOP_LOSS_3%
2025-12-16,140410,2025,97000,-3.0,1,STOP_LOSS_3%
2025-07-10,141080,2025,141800,-3.0,1,STOP_LOSS_3%
2025-11-12,141080,2025,170700,-3.0,1,STOP_LOSS_3%
2025-08-25,160190,2025,35600,-3.0,3,STOP_LOSS_3%
2025-10-15,160190,2025,69000,-3.0,1,STOP_LOSS_3%
2025-11-10,161390,2025,58500,-3.0,1,STOP_LOSS_3%
2025-01-08,161580,2025,22900,36.24454148471616,10,MAX_DAYS
2025-01-17,161580,2025,31050,-3.0,1,STOP_LOSS_3%
2025-05-26,161580,2025,34800,9.913793103448276,10,MAX_DAYS
2025-11-03,161580,2025,51200,-3.0,4,STOP_LOSS_3%
2025-01-08,166090,2025,27200,-3.0,1,STOP_LOSS_3%
2025-02-10,166090,2025,29100,-3.0,1,STOP_LOSS_3%
2025-09-12,166090,2025,37100,6.46900269541779,10,MAX_DAYS
2025-11-13,166090,2025,46500,-3.0,1,STOP_LOSS_3%
2025-09-22,174900,2025,15400,-3.0,1,STOP_LOSS_3%
2025-10-28,180640,2025,112500,-3.0,3,STOP_LOSS_3%
2025-12-12,180640,2025,133600,-3.0,1,STOP_LOSS_3%
2025-01-08,183300,2025,43100,-3.0,2,STOP_LOSS_3%
2025-07-28,183300,2025,70900,-3.0,4,STOP_LOSS_3%
2025-03-05,189300,2025,38950,4.878048780487805,10,MAX_DAYS
2025-12-22,189300,2025,60500,-3.0,1,STOP_LOSS_3%
2025-05-08,192820,2025,196100,-3.0,3,STOP_LOSS_3%
2025-03-17,196170,2025,439500,-3.0,1,STOP_LOSS_3%
2025-02-12,204270,2025,27700,-3.0,1,STOP_LOSS_3%
2025-02-10,213420,2025,34500,-3.0,2,STOP_LOSS_3%
2025-05-21,213420,2025,38400,-3.0,1,STOP_LOSS_3%
2025-08-13,213420,2025,46600,-3.0,1,STOP_LOSS_3%
2025-02-27,214150,2025,69100,-3.0,1,STOP_LOSS_3%
2025-02-06,214370,2025,33950,-3.0,2,STOP_LOSS_3%
2025-07-14,214370,2025,43000,33.95348837209302,10,MAX_DAYS
2025-09-12,214370,2025,62200,-3.0,9,STOP_LOSS_3%
2025-11-21,214370,2025,78200,-3.0,3,STOP_LOSS_3%
2025-02-12,214430,2025,60400,-3.0,10,STOP_LOSS_3%
2025-06-25,214430,2025,96100,-3.0,6,STOP_LOSS_3%
2025-05-30,218410,2025,19660,-3.0,1,STOP_LOSS_3%
2025-12-22,218410,2025,36200,-3.0,1,STOP_LOSS_3%
2025-02-07,222800,2025,14410,32.75503122831367,10,MAX_DAYS
2025-06-05,222800,2025,21300,15.023474178403756,10,MAX_DAYS
2025-07-15,222800,2025,25500,-3.0,2,STOP_LOSS_3%
2025-09-24,222800,2025,42000,-3.0,1,STOP_LOSS_3%
2025-06-12,225570,2025,15240,-3.0,3,STOP_LOSS_3%
2025-01-31,226950,2025,16300,-3.0,1,STOP_LOSS_3%
2025-02-17,226950,2025,48150,-3.0,1,STOP_LOSS_3%
2025-09-02,226950,2025,76400,8.900523560209423,10,MAX_DAYS
2025-01-08,232140,2025,12250,-3.0,1,STOP_LOSS_3%
2025-02-10,232140,2025,12380,-3.0,1,STOP_LOSS_3%
2025-03-19,232140,2025,12950,-3.0,1,STOP_LOSS_3%
2025-07-17,232140,2025,11690,-3.0,1,STOP_LOSS_3%
2025-09-18,232140,2025,14040,-3.0,1,STOP_LOSS_3%
2025-07-28,240810,2025,31500,-3.0,4,STOP_LOSS_3%
2025-08-08,240810,2025,35850,14.644351464435147,10,MAX_DAYS
2025-05-22,241710,2025,49550,-3.0,1,STOP_LOSS_3%
2025-06-20,247540,2025,102000,-3.0,1,STOP_LOSS_3%
2025-08-05,247540,2025,124500,4.578313253012048,10,MAX_DAYS
2025-10-16,247540,2025,143000,13.706293706293707,10,MAX_DAYS
2025-10-17,247540,2025,161000,-3.0,1,STOP_LOSS_3%
2025-06-10,253450,2025,56000,-3.0,2,STOP_LOSS_3%
2025-05-08,257720,2025,41300,-3.0,2,STOP_LOSS_3%
2025-05-28,267250,2025,97700,24.769703172978506,10,MAX_DAYS
2025-07-24,267270,2025,94600,-3.0,2,STOP_LOSS_3%
2025-10-23,267270,2025,114900,-3.0,1,STOP_LOSS_3%
2025-02-12,272210,2025,32800,-3.0,9,STOP_LOSS_3%
2025-06-10,272210,2025,51400,22.762645914396888,10,MAX_DAYS
2025-10-31,277810,2025,436500,-3.0,4,STOP_LOSS_3%
2025-11-03,277810,2025,485500,-3.0,1,STOP_LOSS_3%
2025-05-08,278470,2025,98400,15.752032520325205,10,MAX_DAYS
2025-02-10,281740,2025,14000,41.5,10,MAX_DAYS
2025-02-17,281740,2025,17510,-3.0,10,STOP_LOSS_3%
2025-10-16,281740,2025,14940,-3.0,2,STOP_LOSS_3%
2025-06-09,282330,2025,123900,-3.0,1,STOP_LOSS_3%
2025-05-20,290650,2025,24850,12.676056338028168,10,MAX_DAYS
2025-05-21,290650,2025,29150,-3.0,4,STOP_LOSS_3%
2025-09-05,290650,2025,42150,28.825622775800714,10,MAX_DAYS
2025-09-12,290650,2025,59300,-3.0,1,STOP_LOSS_3%
2025-06-24,293490,2025,23500,-3.0,1,STOP_LOSS_3%
2025-02-14,295310,2025,32750,-3.0,1,STOP_LOSS_3%
2025-12-12,295310,2025,32800,81.09756097560977,10,MAX_DAYS
2025-12-18,295310,2025,41750,41.07784431137724,7,MAX_DAYS
2025-02-18,298380,2025,46900,-3.0,1,STOP_LOSS_3%
2025-05-27,298380,2025,82600,-3.0,1,STOP_LOSS_3%
2025-07-24,298380,2025,88600,-3.0,1,STOP_LOSS_3%
2025-06-20,302440,2025,51300,-3.0,1,STOP_LOSS_3%
2025-11-04,302440,2025,60100,-3.0,1,STOP_LOSS_3%
2025-06-18,307950,2025,161000,6.086956521739131,10,MAX_DAYS
2025-10-31,307950,2025,203500,-3.0,4,STOP_LOSS_3%
2025-12-02,307950,2025,233500,-3.0,1,STOP_LOSS_3%
2025-12-04,307950,2025,283000,-3.0,9,STOP_LOSS_3%
2025-12-19,307950,2025,305000,-3.0,1,STOP_LOSS_3%
