Date,Code,Year,Entry_Price,Return,Holding_Days,Exit_Reason
2021-04-05,31980,2021,10450,-3.0,4,STOP_LOSS_3%
2021-04-19,31980,2021,14000,-3.0,1,STOP_LOSS_3%
2021-12-23,31980,2021,15650,7.348242811501597,10,MAX_DAYS
2023-01-04,31980,2023,7810,-3.0,1,STOP_LOSS_3%
2023-06-15,31980,2023,14460,47.64868603042876,10,MAX_DAYS
2023-06-19,31980,2023,18180,-3.0,1,STOP_LOSS_3%
2024-02-22,31980,2024,41900,-3.0,1,STOP_LOSS_3%
2024-04-18,31980,2024,52400,-3.0,1,STOP_LOSS_3%
2024-06-05,31980,2024,64600,15.015479876160992,10,MAX_DAYS
2023-04-26,32190,2023,17220,-3.0,1,STOP_LOSS_3%
2023-08-29,32190,2023,14990,-3.0,1,STOP_LOSS_3%
2022-11-04,32350,2022,10350,-3.0,1,STOP_LOSS_3%
2023-08-10,32350,2023,13350,-3.0,1,STOP_LOSS_3%
2021-06-04,32820,2021,1790,26.81564245810056,10,MAX_DAYS
2021-06-07,32820,2021,2325,-3.0,3,STOP_LOSS_3%
2021-07-05,32820,2021,2730,-3.0,4,STOP_LOSS_3%
2021-07-15,32820,2021,3115,-3.0,1,STOP_LOSS_3%
2022-01-10,32820,2022,2185,-3.0,1,STOP_LOSS_3%
2023-04-17,32820,2023,1810,-3.0,1,STOP_LOSS_3%
2024-05-13,32820,2024,1795,-3.0,1,STOP_LOSS_3%
2024-07-08,32820,2024,2340,7.051282051282051,10,MAX_DAYS
2024-07-09,32820,2024,2825,-3.0,2,STOP_LOSS_3%
2024-08-23,32820,2024,2275,-3.0,1,STOP_LOSS_3%
2022-06-21,33500,2022,11700,-3.0,1,STOP_LOSS_3%
2021-06-02,34020,2021,21283,10.881924540713245,10,MAX_DAYS
2021-06-07,34020,2021,30886,-3.0,1,STOP_LOSS_3%
2021-10-13,34020,2021,20993,18.163197256228266,10,MAX_DAYS
2021-10-25,34020,2021,24854,-3.0,3,STOP_LOSS_3%
2022-11-01,34020,2022,15850,-3.0,1,STOP_LOSS_3%
2024-05-30,34730,2024,158100,12.144212523719165,10,MAX_DAYS
2024-12-04,35720,2024,46600,-3.0,1,STOP_LOSS_3%
2022-12-09,35760,2022,90600,14.79028697571744,10,MAX_DAYS
2023-11-08,35760,2023,65300,11.638591117917304,10,MAX_DAYS
2024-02-07,35760,2024,83400,-3.0,2,STOP_LOSS_3%
2024-08-08,35760,2024,78600,-3.0,2,STOP_LOSS_3%
2021-10-20,35900,2021,48950,8.069458631256383,10,MAX_DAYS
2024-11-04,35900,2024,53900,10.204081632653061,10,MAX_DAYS
2024-01-29,36460,2024,26300,-3.0,1,STOP_LOSS_3%
2024-06-03,36460,2024,38700,-3.0,2,STOP_LOSS_3%
2024-06-05,36460,2024,43700,-3.0,1,STOP_LOSS_3%
2024-06-13,36460,2024,51800,2.5096525096525095,10,MAX_DAYS
2021-02-15,36540,2021,8910,-3.0,5,STOP_LOSS_3%
2023-03-16,36540,2023,4565,27.710843373493976,10,MAX_DAYS
2023-12-12,36540,2023,6590,-3.0,2,STOP_LOSS_3%
2024-01-24,36540,2024,7480,-3.0,2,STOP_LOSS_3%
2021-11-11,36570,2021,786000,-3.0,1,STOP_LOSS_3%
2022-11-17,36810,2022,16957,-3.0,2,STOP_LOSS_3%
2023-01-25,36810,2023,20988,3.511530398322851,10,MAX_DAYS
2023-11-02,36810,2023,20939,10.091217345623,10,MAX_DAYS
2023-12-04,36810,2023,25952,-3.0,1,STOP_LOSS_3%
2024-04-09,36810,2024,27427,-3.0,1,STOP_LOSS_3%
2024-04-15,36810,2024,31752,-3.0,1,STOP_LOSS_3%
2024-05-28,36810,2024,34849,-3.0,1,STOP_LOSS_3%
2021-10-15,36830,2021,42900,-3.0,1,STOP_LOSS_3%
2023-03-06,36830,2023,28150,-3.0,3,STOP_LOSS_3%
2023-04-05,36830,2023,34000,-3.0,1,STOP_LOSS_3%
2023-08-16,36830,2023,32500,-3.0,1,STOP_LOSS_3%
2023-08-23,36830,2023,36700,-3.0,3,STOP_LOSS_3%
2023-11-15,36830,2023,39450,-3.0,1,STOP_LOSS_3%
2024-02-06,36830,2024,53700,-3.0,1,STOP_LOSS_3%
2024-02-14,36830,2024,64500,6.976744186046512,10,MAX_DAYS
2024-02-20,36830,2024,85400,-3.0,1,STOP_LOSS_3%
2024-04-03,36830,2024,62800,-3.0,2,STOP_LOSS_3%
2024-05-03,36830,2024,67400,-3.0,1,STOP_LOSS_3%
2024-05-14,36830,2024,80600,-3.0,2,STOP_LOSS_3%
2021-12-02,36930,2021,19550,-3.0,4,STOP_LOSS_3%
2023-03-24,36930,2023,15240,-3.0,9,STOP_LOSS_3%
