매수일자,종목코드,종목명,시장,수급필터,진입가(종가),당일수익률(%),VR,10일후수익률(%),20일후수익률(%)
2025-07-30,067310,하나마이크론,KOSDAQ,개인 30D BUY,12670,5.15,9.47,-0.79,9.16
2025-07-30,007390,네이처셀,KOSDAQ,금융투자 10D SELL,36900,21.58,9.1,-41.87,-43.63
2025-07-30,403870,HPSP,KOSDAQ,금융투자 10D SELL,27100,5.65,5.26,-2.03,-6.46
2025-07-30,348370,엔켐,KOSDAQ,금융투자 10D SELL,66900,7.73,3.03,24.07,18.98
2025-07-30,067310,하나마이크론,KOSDAQ,연기금 30D SELL,12670,5.15,9.47,-0.79,9.16
2025-07-31,025980,아난티,KOSDAQ,연기금 30D SELL,9950,6.08,7.91,5.03,-6.73
2025-07-31,025980,아난티,KOSDAQ,개인 30D BUY,9950,6.08,7.91,5.03,-6.73
2025-07-31,195940,HK이노엔,KOSDAQ,금융투자 10D SELL,45000,6.26,3.31,0.0,6.89
2025-07-31,195940,HK이노엔,KOSDAQ,개인 30D BUY,45000,6.26,3.31,0.0,6.89
2025-07-31,025980,아난티,KOSDAQ,금융투자 10D SELL,9950,6.08,7.91,5.03,-6.73
2025-07-31,195940,HK이노엔,KOSDAQ,연기금 30D SELL,45000,6.26,3.31,0.0,6.89
2025-07-31,007390,네이처셀,KOSDAQ,금융투자 10D SELL,37800,7.23,3.78,-44.31,-44.31
2025-08-01,025980,아난티,KOSDAQ,금융투자 10D SELL,10420,6.76,3.84,0.67,-14.11
2025-08-01,025980,아난티,KOSDAQ,개인 30D BUY,10420,6.76,3.84,0.67,-14.11
2025-08-01,025980,아난티,KOSDAQ,연기금 30D SELL,10420,6.76,3.84,0.67,-14.11
2025-08-04,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,6350,9.11,5.74,-6.77,42.52
2025-08-05,247540,에코프로비엠,KOSDAQ,금융투자 10D SELL,124500,13.7,4.89,4.58,-4.98
2025-08-06,376300,디어유,KOSDAQ,연기금 30D SELL,51500,5.64,3.37,2.33,-4.76
2025-08-06,281740,레이크머티리얼즈,KOSDAQ,금융투자 10D SELL,13300,6.83,3.86,-7.29,-11.05
2025-08-07,042000,카페24,KOSDAQ,개인 30D BUY,45300,6.59,3.06,-12.14,-13.13
2025-08-07,042000,카페24,KOSDAQ,연기금 30D SELL,45300,6.59,3.06,-12.14,-13.13
2025-08-08,214450,파마리서치,KOSDAQ,연기금 30D SELL,664000,9.75,3.58,4.52,1.66
2025-08-08,222800,심텍,KOSDAQ,금융투자 10D SELL,27850,9.22,8.25,-12.03,-10.77
2025-08-08,240810,원익IPS,KOSDAQ,금융투자 10D SELL,35850,10.99,4.76,14.64,10.74
2025-08-08,445680,큐리옥스바이오시스템즈,KOSDAQ,연기금 30D SELL,50200,20.38,4.8,-19.12,-9.36
2025-08-11,122870,와이지엔터테인먼트,KOSDAQ,연기금 30D SELL,104300,10.37,3.45,0.1,-4.89
2025-08-11,007390,네이처셀,KOSDAQ,금융투자 10D SELL,23050,12.44,3.35,-9.98,-1.74
2025-08-11,348370,엔켐,KOSDAQ,개인 30D BUY,87000,16.0,4.15,-3.79,-18.28
2025-08-11,348370,엔켐,KOSDAQ,금융투자 10D SELL,87000,16.0,4.15,-3.79,-18.28
2025-08-11,035760,CJ ENM,KOSDAQ,금융투자 10D SELL,75000,5.78,3.11,2.4,-5.73
2025-08-11,007390,네이처셀,KOSDAQ,연기금 30D SELL,23050,12.44,3.35,-9.98,-1.74
2025-08-12,025980,아난티,KOSDAQ,개인 30D BUY,10730,5.92,3.0,-8.85,-17.61
2025-08-13,213420,덕산네오룩스,KOSDAQ,금융투자 10D SELL,46600,22.15,7.38,3.97,1.29
2025-08-13,095340,ISC,KOSDAQ,금융투자 10D SELL,64400,8.78,4.18,-9.78,7.14
2025-08-19,476060,온코닉테라퓨틱스,KOSDAQ,금융투자 10D SELL,6950,8.81,6.03,-5.58,33.45
2025-08-19,137400,피엔티,KOSDAQ,금융투자 10D SELL,39800,5.15,3.24,-6.53,-6.03
2025-08-19,263750,펄어비스,KOSDAQ,금융투자 10D SELL,31800,6.35,3.31,2.04,5.66
2025-08-19,263750,펄어비스,KOSDAQ,개인 30D BUY,31800,6.35,3.31,2.04,5.66
2025-08-19,263750,펄어비스,KOSDAQ,연기금 30D SELL,31800,6.35,3.31,2.04,5.66
2025-08-19,137400,피엔티,KOSDAQ,개인 30D BUY,39800,5.15,3.24,-6.53,-6.03
2025-08-21,458870,씨어스테크놀로지,KOSDAQ,금융투자 10D SELL,38000,11.27,4.43,59.74,60.0
2025-08-25,319400,현대무벡스,KOSDAQ,연기금 30D SELL,5030,10.43,4.94,49.11,90.66
2025-08-25,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,6470,7.48,5.1,44.36,94.74
2025-08-25,424870,이뮨온시아,KOSDAQ,개인 30D BUY,5300,8.05,3.81,8.87,13.21
2025-08-25,319400,현대무벡스,KOSDAQ,금융투자 10D SELL,5030,10.43,4.94,49.11,90.66
2025-08-25,277810,레인보우로보틱스,KOSDAQ,금융투자 10D SELL,289500,7.82,5.62,-4.49,8.64
2025-08-25,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,6470,7.48,5.1,44.36,94.74
2025-08-25,424870,이뮨온시아,KOSDAQ,금융투자 10D SELL,5300,8.05,3.81,8.87,13.21
2025-08-25,437730,삼현,KOSDAQ,금융투자 10D SELL,13450,13.98,14.24,10.56,63.57
2025-08-26,376300,디어유,KOSDAQ,금융투자 10D SELL,57200,5.73,3.04,-13.72,-20.89
2025-08-26,048410,현대바이오,KOSDAQ,개인 30D BUY,5230,7.95,3.73,9.94,8.8
2025-08-26,048410,현대바이오,KOSDAQ,금융투자 10D SELL,5230,7.95,3.73,9.94,8.8
2025-08-26,358570,지아이이노베이션,KOSDAQ,연기금 30D SELL,18070,5.98,3.16,1.49,10.46
2025-08-26,376300,디어유,KOSDAQ,개인 30D BUY,57200,5.73,3.04,-13.72,-20.89
2025-08-26,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,7540,18.93,8.36,49.6,68.44
2025-08-26,031980,피에스케이홀딩스,KOSDAQ,개인 30D BUY,33700,5.64,3.03,13.35,44.07
2025-08-26,031980,피에스케이홀딩스,KOSDAQ,금융투자 10D SELL,33700,5.64,3.03,13.35,44.07
2025-08-26,358570,지아이이노베이션,KOSDAQ,금융투자 10D SELL,18070,5.98,3.16,1.49,10.46
2025-08-26,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,7540,18.93,8.36,49.6,68.44
2025-08-26,031980,피에스케이홀딩스,KOSDAQ,연기금 30D SELL,33700,5.64,3.03,13.35,44.07
2025-08-27,039200,오스코텍,KOSDAQ,금융투자 10D SELL,37000,10.78,3.97,19.73,21.35
2025-08-27,039200,오스코텍,KOSDAQ,연기금 30D SELL,37000,10.78,3.97,19.73,21.35
2025-08-28,067310,하나마이크론,KOSDAQ,금융투자 10D SELL,13830,9.5,6.26,23.72,55.1
2025-08-28,115180,큐리언트,KOSDAQ,금융투자 10D SELL,12110,15.66,5.25,-3.72,30.97
2025-08-28,048410,현대바이오,KOSDAQ,개인 30D BUY,6660,27.59,8.11,-14.41,-16.37
2025-08-28,067310,하나마이크론,KOSDAQ,연기금 30D SELL,13830,9.5,6.26,23.72,55.1
2025-08-28,115180,큐리언트,KOSDAQ,연기금 30D SELL,12110,15.66,5.25,-3.72,30.97
2025-08-28,048410,현대바이오,KOSDAQ,금융투자 10D SELL,6660,27.59,8.11,-14.41,-16.37
2025-08-28,115180,큐리언트,KOSDAQ,개인 30D BUY,12110,15.66,5.25,-3.72,30.97
2025-08-29,347850,디앤디파마텍,KOSDAQ,금융투자 10D SELL,39389,6.78,3.85,1.65,26.81
2025-09-02,226950,올릭스,KOSDAQ,연기금 30D SELL,76400,25.25,6.67,8.9,24.35
2025-09-02,140410,메지온,KOSDAQ,금융투자 10D SELL,48550,14.37,6.31,18.85,33.88
2025-09-02,397030,에이프릴바이오,KOSDAQ,금융투자 10D SELL,24650,6.25,7.14,7.91,25.35
2025-09-02,319400,현대무벡스,KOSDAQ,연기금 30D SELL,6050,23.72,13.35,50.58,53.39
2025-09-02,397030,에이프릴바이오,KOSDAQ,개인 30D BUY,24650,6.25,7.14,7.91,25.35
2025-09-02,160190,하이젠알앤엠,KOSDAQ,개인 30D BUY,38600,8.73,6.28,2.59,12.56
2025-09-03,226950,올릭스,KOSDAQ,연기금 30D SELL,81600,5.15,4.17,0.12,14.95
2025-09-03,226950,올릭스,KOSDAQ,금융투자 10D SELL,81600,5.15,4.17,0.12,14.95
2025-09-03,078160,메디포스트,KOSDAQ,연기금 30D SELL,11150,5.59,4.2,22.69,24.57
2025-09-03,078160,메디포스트,KOSDAQ,금융투자 10D SELL,11150,5.59,4.2,22.69,24.57
2025-09-04,476060,온코닉테라퓨틱스,KOSDAQ,금융투자 10D SELL,7637,12.11,7.16,33.39,113.43
2025-09-04,006730,서부T&D,KOSDAQ,금융투자 10D SELL,10650,11.29,3.85,6.01,-10.8
2025-09-04,140410,메지온,KOSDAQ,금융투자 10D SELL,51100,7.92,4.02,14.68,23.29
2025-09-04,031980,피에스케이홀딩스,KOSDAQ,금융투자 10D SELL,36200,6.78,3.62,22.51,30.52
2025-09-04,095340,ISC,KOSDAQ,금융투자 10D SELL,63300,9.71,3.88,18.17,27.96
2025-09-04,174900,앱클론,KOSDAQ,개인 30D BUY,11350,9.24,3.91,17.53,69.96
2025-09-05,950160,코오롱티슈진,KOSDAQ,연기금 30D SELL,42400,6.67,3.33,6.37,6.13
2025-09-05,039200,오스코텍,KOSDAQ,금융투자 10D SELL,42100,5.51,3.49,3.09,7.6
2025-09-05,476060,온코닉테라퓨틱스,KOSDAQ,금융투자 10D SELL,8337,10.06,4.78,35.24,153.69
2025-09-05,376900,로킷헬스케어,KOSDAQ,금융투자 10D SELL,16570,8.44,5.82,7.42,81.96
2025-09-05,290650,엘앤씨바이오,KOSDAQ,금융투자 10D SELL,42150,25.63,9.76,28.83,22.42
2025-09-05,290650,엘앤씨바이오,KOSDAQ,개인 30D BUY,42150,25.63,9.76,28.83,22.42
2025-09-05,319400,현대무벡스,KOSDAQ,개인 30D BUY,7130,6.58,6.41,28.75,27.77
2025-09-05,950160,코오롱티슈진,KOSDAQ,금융투자 10D SELL,42400,6.67,3.33,6.37,6.13
2025-09-08,204270,제이앤티씨,KOSDAQ,금융투자 10D SELL,19100,7.85,3.46,18.32,28.01
2025-09-08,290650,엘앤씨바이오,KOSDAQ,연기금 30D SELL,48950,8.66,8.78,16.65,1.94
2025-09-08,290650,엘앤씨바이오,KOSDAQ,개인 30D BUY,48950,8.66,8.78,16.65,1.94
2025-09-08,290650,엘앤씨바이오,KOSDAQ,금융투자 10D SELL,48950,8.66,8.78,16.65,1.94
2025-09-09,222800,심텍,KOSDAQ,금융투자 10D SELL,28350,9.04,5.07,31.75,72.13
2025-09-09,437730,삼현,KOSDAQ,금융투자 10D SELL,19330,8.9,8.11,15.62,46.4
2025-09-09,005290,동진쎄미켐,KOSDAQ,금융투자 10D SELL,31700,7.64,3.29,30.44,38.33
2025-09-09,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,11280,21.55,4.06,12.59,85.28
2025-09-09,005290,동진쎄미켐,KOSDAQ,연기금 30D SELL,31700,7.64,3.29,30.44,38.33
2025-09-09,067310,하나마이크론,KOSDAQ,금융투자 10D SELL,15760,8.61,4.68,29.44,64.97
2025-09-09,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,11280,21.55,4.06,12.59,85.28
2025-09-10,090710,휴림로봇,KOSDAQ,연기금 30D SELL,2995,10.31,7.99,10.52,41.24
2025-09-11,086450,동국제약,KOSDAQ,연기금 30D SELL,19750,6.7,4.12,-3.8,-4.1
2025-09-11,086450,동국제약,KOSDAQ,금융투자 10D SELL,19750,6.7,4.12,-3.8,-4.1
2025-09-11,287840,인투셀,KOSDAQ,금융투자 10D SELL,35000,7.03,4.17,10.0,11.14
2025-09-12,005290,동진쎄미켐,KOSDAQ,연기금 30D SELL,36200,5.69,5.0,11.6,19.2
2025-09-12,310210,보로노이,KOSDAQ,연기금 30D SELL,171100,11.47,3.14,-11.81,1.4
2025-09-12,319400,현대무벡스,KOSDAQ,개인 30D BUY,9060,8.24,3.18,-7.62,17.44
2025-09-12,319400,현대무벡스,KOSDAQ,연기금 30D SELL,9060,8.24,3.18,-7.62,17.44
2025-09-12,005290,동진쎄미켐,KOSDAQ,금융투자 10D SELL,36200,5.69,5.0,11.6,19.2
2025-09-12,290650,엘앤씨바이오,KOSDAQ,개인 30D BUY,59300,23.28,3.85,-15.35,-17.62
2025-09-12,214370,케어젠,KOSDAQ,개인 30D BUY,62200,15.19,3.73,-3.7,-4.02
2025-09-12,290650,엘앤씨바이오,KOSDAQ,연기금 30D SELL,59300,23.28,3.85,-15.35,-17.62
2025-09-12,056190,에스에프에이,KOSDAQ,연기금 30D SELL,25650,7.77,4.34,-5.46,-5.26
2025-09-12,950160,코오롱티슈진,KOSDAQ,연기금 30D SELL,49650,7.24,5.84,-4.73,-11.68
2025-09-12,166090,하나머티리얼즈,KOSDAQ,금융투자 10D SELL,37100,14.51,7.34,6.47,23.72
2025-09-12,290650,엘앤씨바이오,KOSDAQ,금융투자 10D SELL,59300,23.28,3.85,-15.35,-17.62
2025-09-12,056190,에스에프에이,KOSDAQ,금융투자 10D SELL,25650,7.77,4.34,-5.46,-5.26
2025-09-12,950160,코오롱티슈진,KOSDAQ,금융투자 10D SELL,49650,7.24,5.84,-4.73,-11.68
2025-09-12,310210,보로노이,KOSDAQ,금융투자 10D SELL,171100,11.47,3.14,-11.81,1.4
2025-09-15,214370,케어젠,KOSDAQ,개인 30D BUY,68800,7.67,3.38,-12.21,-9.01
2025-09-15,090710,휴림로봇,KOSDAQ,연기금 30D SELL,3635,14.13,8.59,-9.77,64.51
2025-09-16,161580,필옵틱스,KOSDAQ,금융투자 10D SELL,35850,6.86,7.0,4.46,5.16
2025-09-16,161580,필옵틱스,KOSDAQ,개인 30D BUY,35850,6.86,7.0,4.46,5.16
2025-09-17,476060,온코닉테라퓨틱스,KOSDAQ,개인 30D BUY,11175,20.16,5.65,42.51,69.57
2025-09-17,476060,온코닉테라퓨틱스,KOSDAQ,연기금 30D SELL,11175,20.16,5.65,42.51,69.57
2025-09-17,476060,온코닉테라퓨틱스,KOSDAQ,금융투자 10D SELL,11175,20.16,5.65,42.51,69.57
2025-09-18,232140,와이씨,KOSDAQ,연기금 30D SELL,14040,13.59,9.42,7.05,-1.0
2025-09-18,232140,와이씨,KOSDAQ,금융투자 10D SELL,14040,13.59,9.42,7.05,-1.0
2025-09-18,039030,이오테크닉스,KOSDAQ,금융투자 10D SELL,245500,9.35,3.04,-3.05,-5.7
2025-09-18,031980,피에스케이홀딩스,KOSDAQ,금융투자 10D SELL,44350,9.37,4.17,6.54,19.95
2025-09-19,060250,NHN KCP,KOSDAQ,개인 30D BUY,16190,12.9,7.84,13.65,-0.43
2025-09-22,000250,삼천당제약,KOSDAQ,연기금 30D SELL,257000,10.3,4.32,-21.01,-12.06
2025-09-23,950160,코오롱티슈진,KOSDAQ,연기금 30D SELL,52000,13.04,3.46,-14.04,-12.5
2025-09-23,445680,큐리옥스바이오시스템즈,KOSDAQ,개인 30D BUY,62600,9.63,3.14,12.14,7.67
2025-09-23,950160,코오롱티슈진,KOSDAQ,금융투자 10D SELL,52000,13.04,3.46,-14.04,-12.5
2025-09-23,397030,에이프릴바이오,KOSDAQ,개인 30D BUY,29550,6.87,3.34,16.92,2.37
2025-09-23,445680,큐리옥스바이오시스템즈,KOSDAQ,연기금 30D SELL,62600,9.63,3.14,12.14,7.67
2025-09-24,124500,아이티센글로벌,KOSDAQ,개인 30D BUY,17970,10.38,6.44,21.04,8.4
2025-09-24,124500,아이티센글로벌,KOSDAQ,금융투자 10D SELL,17970,10.38,6.44,21.04,8.4
2025-09-24,222800,심텍,KOSDAQ,금융투자 10D SELL,42000,14.29,3.47,21.67,52.86
2025-09-25,115180,큐리언트,KOSDAQ,연기금 30D SELL,15860,5.73,3.88,37.14,18.79
2025-09-25,060250,NHN KCP,KOSDAQ,금융투자 10D SELL,18580,24.11,10.51,-7.7,-13.4
2025-09-25,277810,레인보우로보틱스,KOSDAQ,금융투자 10D SELL,319500,7.94,5.35,7.51,10.17
2025-09-25,445680,큐리옥스바이오시스템즈,KOSDAQ,개인 30D BUY,66700,9.17,3.36,3.45,4.2
2025-09-25,060250,NHN KCP,KOSDAQ,개인 30D BUY,18580,24.11,10.51,-7.7,-13.4
2025-09-25,445680,큐리옥스바이오시스템즈,KOSDAQ,연기금 30D SELL,66700,9.17,3.36,3.45,4.2
2025-09-26,060250,NHN KCP,KOSDAQ,개인 30D BUY,20200,11.6,6.68,-18.91,-21.14
2025-09-26,060250,NHN KCP,KOSDAQ,금융투자 10D SELL,20200,11.6,6.68,-18.91,-21.14
2025-09-30,424870,이뮨온시아,KOSDAQ,연기금 30D SELL,6470,17.42,11.06,-7.11,-7.73
2025-10-02,060280,큐렉소,KOSDAQ,금융투자 10D SELL,9200,7.48,7.12,20.87,32.28
2025-10-02,080220,제주반도체,KOSDAQ,금융투자 10D SELL,20850,11.5,5.21,-0.48,-4.46
2025-10-10,060280,큐렉소,KOSDAQ,금융투자 10D SELL,10060,6.79,4.96,10.64,12.03
2025-10-10,124500,아이티센글로벌,KOSDAQ,개인 30D BUY,22600,16.37,3.04,-12.48,-12.83
2025-10-10,058610,에스피지,KOSDAQ,금융투자 10D SELL,30500,12.34,3.87,2.95,1.64
2025-10-10,043260,성호전자,KOSDAQ,개인 30D BUY,1145,9.57,16.5,55.37,85.15
2025-10-10,043260,성호전자,KOSDAQ,금융투자 10D SELL,1145,9.57,16.5,55.37,85.15
2025-10-10,124500,아이티센글로벌,KOSDAQ,연기금 30D SELL,22600,16.37,3.04,-12.48,-12.83
2025-10-13,043260,성호전자,KOSDAQ,개인 30D BUY,1277,10.28,7.21,47.14,64.45
2025-10-13,043260,성호전자,KOSDAQ,금융투자 10D SELL,1277,10.28,7.21,47.14,64.45
2025-10-13,365340,성일하이텍,KOSDAQ,연기금 30D SELL,37650,9.29,3.74,23.77,9.3
2025-10-13,030530,원익홀딩스,KOSDAQ,금융투자 10D SELL,22700,14.36,3.17,30.4,43.61
2025-10-13,365340,성일하이텍,KOSDAQ,개인 30D BUY,37650,9.29,3.74,23.77,9.3
2025-10-13,083650,비에이치아이,KOSDAQ,개인 30D BUY,57200,6.92,4.33,-13.02,-25.7
2025-10-13,365340,성일하이텍,KOSDAQ,금융투자 10D SELL,37650,9.29,3.74,23.77,9.3
2025-10-13,030530,원익홀딩스,KOSDAQ,연기금 30D SELL,22700,14.36,3.17,30.4,43.61
2025-10-14,319400,현대무벡스,KOSDAQ,개인 30D BUY,10430,17.59,4.3,1.53,-11.79
2025-10-14,090360,로보스타,KOSDAQ,금융투자 10D SELL,62900,28.63,5.27,36.09,25.28
2025-10-14,319400,현대무벡스,KOSDAQ,연기금 30D SELL,10430,17.59,4.3,1.53,-11.79
2025-10-14,043260,성호전자,KOSDAQ,금융투자 10D SELL,1490,14.62,7.99,26.64,39.93
2025-10-14,319400,현대무벡스,KOSDAQ,금융투자 10D SELL,10430,17.59,4.3,1.53,-11.79
2025-10-14,090360,로보스타,KOSDAQ,개인 30D BUY,62900,28.63,5.27,36.09,25.28
2025-10-15,424870,이뮨온시아,KOSDAQ,금융투자 10D SELL,6630,5.24,3.05,-11.46,-13.73
2025-10-15,424870,이뮨온시아,KOSDAQ,개인 30D BUY,6630,5.24,3.05,-11.46,-13.73
2025-10-15,424870,이뮨온시아,KOSDAQ,연기금 30D SELL,6630,5.24,3.05,-11.46,-13.73
2025-10-15,319400,현대무벡스,KOSDAQ,연기금 30D SELL,12800,18.74,4.28,-16.41,-25.86
2025-10-15,319400,현대무벡스,KOSDAQ,개인 30D BUY,12800,18.74,4.28,-16.41,-25.86
2025-10-15,319400,현대무벡스,KOSDAQ,금융투자 10D SELL,12800,18.74,4.28,-16.41,-25.86
2025-10-15,178320,서진시스템,KOSDAQ,금융투자 10D SELL,24450,5.16,3.37,24.13,0.82
2025-10-16,086520,에코프로,KOSDAQ,금융투자 10D SELL,57700,13.81,4.1,54.59,64.12
2025-10-16,247540,에코프로비엠,KOSDAQ,연기금 30D SELL,143000,13.94,4.08,13.71,11.89
2025-10-16,376900,로킷헬스케어,KOSDAQ,연기금 30D SELL,34400,17.81,3.28,2.62,20.49
2025-10-16,078600,대주전자재료,KOSDAQ,금융투자 10D SELL,71800,5.12,3.65,7.24,8.22
2025-10-16,078600,대주전자재료,KOSDAQ,연기금 30D SELL,71800,5.12,3.65,7.24,8.22
2025-10-16,078600,대주전자재료,KOSDAQ,개인 30D BUY,71800,5.12,3.65,7.24,8.22
2025-10-16,376900,로킷헬스케어,KOSDAQ,금융투자 10D SELL,34400,17.81,3.28,2.62,20.49
2025-10-17,086520,에코프로,KOSDAQ,금융투자 10D SELL,73300,18.99,9.46,20.05,22.65
2025-10-20,056080,유진로봇,KOSDAQ,개인 30D BUY,14260,19.13,7.91,-1.12,-16.69
2025-10-20,007390,네이처셀,KOSDAQ,금융투자 10D SELL,27950,7.09,4.14,-11.45,-1.07
2025-10-20,090710,휴림로봇,KOSDAQ,연기금 30D SELL,5980,26.03,3.17,18.56,-8.7
2025-10-20,237690,에스티팜,KOSDAQ,금융투자 10D SELL,105700,7.97,4.76,-4.73,-2.18
2025-10-20,090710,휴림로봇,KOSDAQ,금융투자 10D SELL,5980,26.03,3.17,18.56,-8.7
2025-10-21,121600,나노신소재,KOSDAQ,금융투자 10D SELL,63800,13.93,4.83,4.7,-8.46
2025-10-21,028300,HLB,KOSDAQ,금융투자 10D SELL,45800,7.13,5.51,17.03,3.93
2025-10-21,028300,HLB,KOSDAQ,개인 30D BUY,45800,7.13,5.51,17.03,3.93
2025-10-22,086520,에코프로,KOSDAQ,금융투자 10D SELL,87400,9.52,3.56,6.18,-9.27
2025-10-23,060370,LS마린솔루션,KOSDAQ,연기금 30D SELL,25050,6.6,3.52,8.18,4.59
2025-10-23,060370,LS마린솔루션,KOSDAQ,금융투자 10D SELL,25050,6.6,3.52,8.18,4.59
2025-10-23,060370,LS마린솔루션,KOSDAQ,개인 30D BUY,25050,6.6,3.52,8.18,4.59
2025-10-24,090360,로보스타,KOSDAQ,연기금 30D SELL,79800,16.16,3.2,-3.26,-20.55
2025-10-24,090360,로보스타,KOSDAQ,개인 30D BUY,79800,16.16,3.2,-3.26,-20.55
2025-10-24,214150,클래시스,KOSDAQ,개인 30D BUY,52400,6.18,4.43,-10.97,5.53
2025-10-24,348370,엔켐,KOSDAQ,금융투자 10D SELL,96000,10.09,3.09,-16.67,-35.52
2025-10-24,082270,젬백스,KOSDAQ,연기금 30D SELL,45250,15.73,4.43,20.44,-18.01
2025-10-24,137400,피엔티,KOSDAQ,금융투자 10D SELL,46700,9.62,3.05,-11.03,-17.34
2025-10-24,222080,씨아이에스,KOSDAQ,금융투자 10D SELL,8100,5.61,3.32,-14.2,-17.65
2025-10-24,214150,클래시스,KOSDAQ,연기금 30D SELL,52400,6.18,4.43,-10.97,5.53
2025-10-24,082270,젬백스,KOSDAQ,개인 30D BUY,45250,15.73,4.43,20.44,-18.01
2025-10-24,078600,대주전자재료,KOSDAQ,금융투자 10D SELL,81900,10.23,4.25,-12.33,-14.77
2025-10-27,100790,미래에셋벤처투자,KOSDAQ,금융투자 10D SELL,8700,12.4,3.66,-4.14,-11.95
2025-10-28,060370,LS마린솔루션,KOSDAQ,금융투자 10D SELL,28200,13.25,6.16,-3.37,-6.74
2025-10-28,060370,LS마린솔루션,KOSDAQ,개인 30D BUY,28200,13.25,6.16,-3.37,-6.74
2025-10-30,032820,우리기술,KOSDAQ,연기금 30D SELL,5240,7.6,4.45,-19.75,-26.43
2025-10-31,347850,디앤디파마텍,KOSDAQ,금융투자 10D SELL,69569,15.83,3.64,22.47,36.27
2025-10-31,348340,뉴로메카,KOSDAQ,연기금 30D SELL,31900,10.38,6.44,-15.52,-3.61
2025-10-31,347850,디앤디파마텍,KOSDAQ,연기금 30D SELL,69569,15.83,3.64,22.47,36.27
2025-10-31,328130,루닛,KOSDAQ,연기금 30D SELL,42950,5.92,3.2,-11.18,-6.75
2025-11-03,323280,태성,KOSDAQ,개인 30D BUY,27300,13.04,3.47,37.0,47.07
2025-11-03,323280,태성,KOSDAQ,연기금 30D SELL,27300,13.04,3.47,37.0,47.07
2025-11-04,039030,이오테크닉스,KOSDAQ,연기금 30D SELL,293500,15.78,4.2,-6.3,-5.96
2025-11-06,060280,큐렉소,KOSDAQ,개인 30D BUY,12170,5.73,4.16,-17.83,15.04
2025-11-07,241710,코스메카코리아,KOSDAQ,금융투자 10D SELL,76900,9.08,5.61,-5.98,-11.7
2025-11-10,257720,실리콘투,KOSDAQ,개인 30D BUY,44200,9.81,4.2,5.54,-5.2
2025-11-10,257720,실리콘투,KOSDAQ,금융투자 10D SELL,44200,9.81,4.2,5.54,-5.2
2025-11-10,112040,위메이드,KOSDAQ,연기금 30D SELL,27700,6.33,4.98,-9.57,-0.36
2025-11-10,112040,위메이드,KOSDAQ,개인 30D BUY,27700,6.33,4.98,-9.57,-0.36
2025-11-11,082270,젬백스,KOSDAQ,연기금 30D SELL,40700,12.43,3.53,-15.23,-21.25
2025-11-12,141080,리가켐바이오,KOSDAQ,연기금 30D SELL,170700,15.03,5.04,8.73,10.66
2025-11-13,376900,로킷헬스케어,KOSDAQ,연기금 30D SELL,41450,9.08,3.15,77.08,77.56
2025-11-13,166090,하나머티리얼즈,KOSDAQ,연기금 30D SELL,46500,23.51,5.03,-6.24,-6.34
2025-11-13,376900,로킷헬스케어,KOSDAQ,개인 30D BUY,41450,9.08,3.15,77.08,77.56
2025-11-13,298380,에이비엘바이오,KOSDAQ,연기금 30D SELL,163500,6.86,6.09,6.91,20.06
2025-11-13,376900,로킷헬스케어,KOSDAQ,금융투자 10D SELL,41450,9.08,3.15,77.08,77.56
2025-11-13,424870,이뮨온시아,KOSDAQ,개인 30D BUY,6190,8.22,10.77,75.12,128.59
2025-11-14,458870,씨어스테크놀로지,KOSDAQ,개인 30D BUY,130000,25.48,6.26,3.85,-13.0
2025-11-14,298380,에이비엘바이오,KOSDAQ,연기금 30D SELL,174200,6.54,4.56,7.92,9.07
2025-11-17,424870,이뮨온시아,KOSDAQ,개인 30D BUY,6980,6.73,5.1,44.27,120.34
2025-11-17,006730,서부T&D,KOSDAQ,연기금 30D SELL,10300,7.29,6.54,11.94,29.81
2025-11-17,006730,서부T&D,KOSDAQ,금융투자 10D SELL,10300,7.29,6.54,11.94,29.81
2025-11-18,006730,서부T&D,KOSDAQ,연기금 30D SELL,10790,5.58,5.08,5.28,16.68
2025-11-20,006730,서부T&D,KOSDAQ,연기금 30D SELL,12480,14.6,3.69,-10.66,-1.84
2025-11-21,950160,코오롱티슈진,KOSDAQ,금융투자 10D SELL,65000,15.25,3.57,23.08,14.92
2025-11-21,058610,에스피지,KOSDAQ,금융투자 10D SELL,46100,12.58,5.05,44.47,94.79
2025-11-21,214370,케어젠,KOSDAQ,금융투자 10D SELL,78200,16.2,4.23,-6.78,-13.3
2025-11-26,437730,삼현,KOSDAQ,개인 30D BUY,32000,13.68,5.45,55.47,79.69
2025-11-26,424870,이뮨온시아,KOSDAQ,금융투자 10D SELL,8770,14.19,4.44,32.04,49.49
2025-11-26,082920,비츠로셀,KOSDAQ,연기금 30D SELL,14786,11.19,4.17,20.52,23.97
2025-11-26,437730,삼현,KOSDAQ,연기금 30D SELL,32000,13.68,5.45,55.47,79.69
