Strategy,Signals,Avg_Return_10D,Avg_Return_20D,Win_Rate_10D,Win_Rate_20D,Median_Return_20D,Std_Return_20D,Max_Gain_20D,Max_Loss_20D,Period,Track,Combo_Size,Description
개인_BUY & 금융투자_BUY & 연기금_SELL,55,10.832827441562056,11.85543889429914,60.0,58.18181818181818,4.901117798796206,30.049762629239574,116.259298618491,-36.61538461538461,OOS,A,3.0,
개인_BUY & 금융투자_SELL & 연기금_BUY,90,0.05217814636553891,1.7074385885810215,42.5531914893617,50.0,0.026143446132459447,17.311360338627495,63.568773234200734,-26.50753768844221,OOS,A,3.0,
개인_BUY & 금융투자_SELL & 연기금_SELL,92,9.027032820577007,13.192234936459444,53.608247422680414,54.347826086956516,3.2656789254655982,39.56265025940407,260.7361963190184,-37.945879458794586,OOS,A,3.0,
개인_SELL & 금융투자_BUY & 연기금_BUY,439,2.7852335476013264,6.553845185281486,50.847457627118644,54.441913439635535,2.1594684385382035,21.384037057608776,139.65802537231107,-35.520833333333336,OOS,A,3.0,
개인_SELL & 금융투자_BUY & 연기금_SELL,203,6.540481782988178,12.009450916696704,49.76958525345622,58.128078817733986,4.329371816638372,27.409063871610435,101.60550458715596,-31.97353914002205,OOS,A,3.0,
개인_SELL & 금융투자_SELL & 연기금_BUY,276,5.725651115756987,8.599756238503062,60.75085324232082,57.608695652173914,2.586930091185413,26.4770279893792,181.0133954571928,-43.63143631436315,OOS,A,3.0,
개인_SELL & 금융투자_SELL & 연기금_SELL,153,5.527649411053251,9.678041801369204,50.641025641025635,56.209150326797385,2.8288543140028377,26.227119227918667,113.43459473615296,-27.03448275862069,OOS,A,3.0,
외국인_BUY & 금융투자_BUY & 연기금_BUY,387,2.571440213315428,5.851802859691259,49.64200477326969,52.97157622739018,1.5308911973756167,20.78847261806632,113.3518776077886,-35.520833333333336,OOS,A,3.0,
외국인_BUY & 금융투자_BUY & 연기금_SELL,198,6.267843899900734,11.5910990193224,49.528301886792455,57.57575757575758,4.03416121895429,27.309275629977183,101.60550458715596,-31.97353914002205,OOS,A,3.0,
외국인_BUY & 금융투자_SELL & 연기금_BUY,266,5.704822301601194,8.894332256260016,60.4982206405694,57.89473684210527,3.3345643367129973,26.742373661417904,181.0133954571928,-43.63143631436315,OOS,A,3.0,
외국인_BUY & 금융투자_SELL & 연기금_SELL,169,5.5676364188865906,9.136692344181395,50.0,55.02958579881657,2.3316062176165886,26.157246019449197,113.43459473615296,-27.03448275862069,OOS,A,3.0,
외국인_SELL & 금융투자_BUY & 연기금_BUY,113,4.263295948346496,10.680218385185308,56.30252100840336,58.4070796460177,2.029220779220786,28.3711192033522,139.65802537231107,-27.3356401384083,OOS,A,3.0,
외국인_SELL & 금융투자_BUY & 연기금_SELL,60,11.43845249025653,13.248834490834136,60.0,60.0,8.110496412413736,30.10372009427574,116.259298618491,-36.61538461538461,OOS,A,3.0,
외국인_SELL & 금융투자_SELL & 연기금_BUY,100,0.7496741125020995,1.6130981463397256,45.28301886792453,50.0,0.026143446132459447,17.206667026797916,63.568773234200734,-38.68544600938967,OOS,A,3.0,
외국인_SELL & 금융투자_SELL & 연기금_SELL,76,9.633358366318314,15.13585531048817,55.55555555555556,56.57894736842105,4.1291074710031905,41.77166507167546,260.7361963190184,-37.945879458794586,OOS,A,3.0,
개인_BUY & 외국인_BUY & 금융투자_SELL & 연기금_SELL,16,5.95750974526165,3.960038159822988,43.75,43.75,-0.1273184572424812,25.71285306501973,71.71717171717171,-25.857519788918204,OOS,A,4.0,
개인_BUY & 외국인_SELL & 금융투자_BUY & 연기금_BUY,61,4.092961102493505,9.743841768653844,53.03030303030303,52.459016393442624,1.2499999999999956,31.137269742403838,120.34383954154724,-27.3356401384083,OOS,A,4.0,
개인_BUY & 외국인_SELL & 금융투자_BUY & 연기금_SELL,54,11.147723285241998,12.216391156482429,61.111111111111114,59.25925925925925,6.633068405101527,30.21133538026474,116.259298618491,-36.61538461538461,OOS,A,4.0,
개인_BUY & 외국인_SELL & 금융투자_SELL & 연기금_BUY,84,0.21967996759356997,1.5914649837426074,42.04545454545455,48.80952380952381,-0.5825791237704325,17.271353378068092,63.568773234200734,-26.127659574468087,OOS,A,4.0,
개인_BUY & 외국인_SELL & 금융투자_SELL & 연기금_SELL,76,9.633358366318314,15.13585531048817,55.55555555555556,56.57894736842105,4.1291074710031905,41.77166507167546,260.7361963190184,-37.945879458794586,OOS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_BUY & 연기금_BUY,387,2.571440213315428,5.851802859691259,49.64200477326969,52.97157622739018,1.5308911973756167,20.78847261806632,113.3518776077886,-35.520833333333336,OOS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_BUY & 연기금_SELL,197,6.3267983644365415,11.688698421773775,49.763033175355446,57.868020304568525,4.04234841193456,27.344211811088435,101.60550458715596,-31.97353914002205,OOS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_SELL & 연기금_BUY,260,5.881753302326577,9.022715253181737,60.72727272727273,57.692307692307686,3.2682171101565016,26.901076022883327,181.0133954571928,-43.63143631436315,OOS,A,4.0,
개인_SELL & 외국인_BUY & 금융투자_SELL & 연기금_SELL,153,5.527649411053251,9.678041801369204,50.641025641025635,56.209150326797385,2.8288543140028377,26.227119227918667,113.43459473615296,-27.03448275862069,OOS,A,4.0,
개인_SELL & 외국인_SELL & 금융투자_BUY & 연기금_BUY,52,4.475411039408709,11.778660185347217,60.37735849056604,65.38461538461539,7.674434381466022,24.995326850754214,139.65802537231107,-18.452380952380956,OOS,A,4.0,
개인_SELL & 외국인_SELL & 금융투자_SELL & 연기금_BUY,16,3.340756598721579,1.7266722499746017,61.111111111111114,56.25,1.051753126419008,17.41982240034735,31.29102844638949,-38.68544600938967,OOS,A,4.0,
Smart_Alignment,653,3.8292693087558565,7.09117930607302,54.0,54.97702909647779,2.229654403567438,23.425552991857483,181.0133954571928,-43.63143631436315,OOS,B,,외국인 BUY AND 연기금 BUY
Retail_Exhaustion,1071,4.634309197203308,8.561465630125431,53.163444639718804,56.209150326797385,2.7203482045701888,24.718116111093856,181.0133954571928,-43.63143631436315,OOS,B,,개인 SELL (투매)
Handover,1065,4.584376125799506,8.482708678745858,53.18021201413428,56.15023474178403,2.6694045174537884,24.67947361883707,181.0133954571928,-43.63143631436315,OOS,B,,개인 SELL AND (외국인 OR 연기금 BUY)
Foreigner_Extreme_Buy,658,4.212655754814318,8.058466597178214,52.07439198855508,54.7112462006079,2.3255904602301314,25.00544395032047,181.0133954571928,-43.63143631436315,OOS,C,,외국인 Z > 2.0 (2시그마 폭매수)
Retail_Extreme_Sell,710,4.182267650815864,8.0559671175492,53.026315789473685,55.774647887323944,2.6599906769220527,24.42615316695021,181.0133954571928,-43.63143631436315,OOS,C,,개인 Z < -2.0 (2시그마 투매)
Foreigner_OR_Retail_Extreme,745,4.089008750602302,7.8239276614956665,52.76381909547738,55.302013422818796,2.3809523809523725,24.113575520835706,181.0133954571928,-43.63143631436315,OOS,C,,외국인 Z > 2.0 OR 개인 Z < -2.0
Institution_Extreme_Buy,242,3.4625078131798803,6.142275587698617,47.47081712062256,49.586776859504134,-0.1699009639811677,24.32775407272153,139.65802537231107,-28.260869565217394,OOS,C,,금융투자 Z > 2.0 (기관 폭매수)
Smart_Money_Extreme,845,4.019932589467304,7.863182918439778,53.00668151447662,55.739644970414204,2.3809523809523725,24.106185802614,181.0133954571928,-43.63143631436315,OOS,C,,(외국인 Z > 1.5 OR 연기금 Z > 1.5) AND 개인 Z < -1.0
Foreigner_Moderate,820,4.150127116111184,7.5234436652366625,51.317296678121416,54.63414634146342,2.2171199707431533,24.05767944140826,181.0133954571928,-43.63143631436315,OOS,C,,외국인 Z > 1.0 (1시그마 이상)
Retail_Moderate_Sell,895,4.096121837346911,7.471769336831118,52.3109243697479,55.19553072625698,2.229654403567438,23.867137757108246,181.0133954571928,-43.63143631436315,OOS,C,,개인 Z < -1.0 (1시그마 이상 매도)
