Date,Open,High,Low,Close,Volume,Code,Name,Market,Volume_Ratio,Z_Score,Return_1D,Return_3D,Return_5D,Return_10D
2024-06-05,85000,99400,84000,95500,3902376,450080,에코프로머티,KOSPI,5.107886172391694,5.463891559769849,29.94764397905759,38.010471204188484,39.79057591623037,7.643979057591623
2024-06-07,101900,124100,98600,124100,6118881,450080,에코프로머티,KOSPI,5.787159293167831,5.7858624259242735,2.3368251410153102,7.17163577759871,-9.58904109589041,-20.950846091861404
2024-06-10,127300,137800,120700,127000,8372496,450080,에코프로머티,KOSPI,5.703807034989373,5.520234272765257,3.779527559055118,5.118110236220472,-13.779527559055119,-25.03937007874016
2024-11-25,21700,22300,20950,20950,8434391,004020,현대제철,KOSPI,9.378403252422688,7.3260797349829545,2.1479713603818613,5.011933174224343,0.23866348448687352,-5.011933174224343
2022-05-13,79000,79600,71200,72300,1215132,251270,넷마블,KOSPI,5.603105304803484,6.715576419435043,2.0746887966804977,5.94744121715076,11.756569847856154,13.139695712309821
2022-12-29,59200,63700,57500,60400,4107844,251270,넷마블,KOSPI,8.610537996699447,7.225954125985748,-7.450331125827815,-11.920529801324504,-14.403973509933774,-4.470198675496689
2023-09-12,46700,54000,46450,52900,1690432,251270,넷마블,KOSPI,6.215781033916622,6.567688674580813,-12.003780718336483,-10.491493383742911,-13.32703213610586,-19.848771266540645
2024-05-09,65900,65900,61100,64800,928384,251270,넷마블,KOSPI,5.355409105448403,6.238745872899797,7.098765432098765,-2.9320987654320985,1.3888888888888888,-0.6172839506172839
2024-05-10,68500,72400,66500,69400,1732775,251270,넷마블,KOSPI,6.759341087365393,6.48146909269795,-6.195965417867435,-8.213256484149856,-4.899135446685879,-4.034582132564841
2024-07-10,56800,59100,56200,58200,4456433,251270,넷마블,KOSPI,11.748571775058856,6.9704576638112705,5.326460481099656,7.216494845360824,4.123711340206185,7.731958762886598
2022-05-18,8970,8980,8800,8820,27919385,175330,JB금융지주,KOSPI,16.607821218814887,7.614367431486345,-1.2471655328798186,-0.5668934240362812,0.45351473922902497,0.22675736961451248
2022-12-19,8330,8400,8280,8370,4090235,175330,JB금융지주,KOSPI,7.339564367152366,7.434627879839164,0.35842293906810035,0.5973715651135006,0.11947431302270012,-4.540023894862605
2023-08-31,9080,9840,9080,9710,1754756,175330,JB금융지주,KOSPI,5.134914872927569,5.974726305948319,-1.6477857878475797,0.5149330587023687,3.604531410916581,6.07621009268795
2024-02-01,11520,12790,11520,12580,2020914,175330,JB금융지주,KOSPI,5.24980361106262,4.9073702845920355,-2.5437201907790143,-6.915739268680444,-1.987281399046105,-0.47694753577106513
2023-02-13,8000,8700,7920,8620,4884178,082740,한화엔진,KOSPI,6.407526391382217,6.763079298952869,2.088167053364269,-4.060324825986079,-9.048723897911833,-8.932714617169374
2024-04-24,12710,13890,12410,12450,14705861,082740,한화엔진,KOSPI,8.859516803555406,7.171456687994887,6.104417670682731,4.337349397590361,-1.5261044176706828,0.0
2024-06-14,13750,16370,13630,15430,11915178,082740,한화엔진,KOSPI,8.432819476910431,4.314060644477392,-0.8425145819831497,1.425793907971484,-0.6480881399870383,1.2961762799740766
2023-07-26,97800,111000,97600,103000,1822591,011790,SKC,KOSPI,5.539740601110111,6.967387978068928,-7.475728155339806,-3.6893203883495143,-3.300970873786408,-5.048543689320388
2024-05-27,119100,138800,118900,135600,2434548,011790,SKC,KOSPI,5.214788501601998,3.6816917312439577,3.023598820058997,2.1386430678466075,7.448377581120943,22.640117994100294
2024-01-16,114300,114300,96000,96600,1568143,271560,오리온,KOSPI,10.49846068976229,7.493929943552238,-7.039337474120083,-4.761904761904762,-4.037267080745342,-3.7267080745341614
2024-01-17,97500,97700,89700,89800,1240880,271560,오리온,KOSPI,6.012449542142335,4.581563022777931,3.229398663697105,-0.11135857461024498,2.89532293986637,2.1158129175946545
2024-06-10,92100,100300,91700,97900,1591152,271560,오리온,KOSPI,5.494605372388843,6.607078249104666,-0.7150153217568949,-0.40858018386108275,6.639427987742594,-6.230847803881511
2024-11-06,48200,57200,48000,54300,3807648,062040,산일전기,KOSPI,5.6144460902524544,4.8375279628571635,1.6574585635359116,13.627992633517497,8.83977900552486,10.865561694290976
2022-05-12,731000,741000,690000,691000,534499,051900,LG생활건강,KOSPI,5.999176163977041,7.010005199421128,0.43415340086830684,-1.0130246020260492,-3.3285094066570187,1.881331403762663
2023-10-27,373000,374500,308500,311500,670594,051900,LG생활건강,KOSPI,6.20265071808395,6.134472794123586,-0.16051364365971107,3.5313001605136436,5.296950240770466,6.741573033707865
2022-11-22,252500,252500,245000,246000,263584,002380,KCC,KOSPI,7.02516927661151,6.94505136569184,-1.8292682926829267,-3.048780487804878,-3.048780487804878,-6.097560975609756
2023-04-24,224500,244500,223000,234000,234372,002380,KCC,KOSPI,6.491480990623065,6.80945782766596,-2.7777777777777777,-5.769230769230769,-3.8461538461538463,-7.478632478632479
2024-01-30,239000,257500,238000,244000,154467,002380,KCC,KOSPI,6.294614204416952,5.3420656274890606,1.0245901639344261,7.991803278688526,9.426229508196721,4.30327868852459
2024-05-03,251000,284500,247000,280500,140571,002380,KCC,KOSPI,5.088957471649275,4.244058626163892,1.06951871657754,1.6042780748663104,6.23885918003565,14.795008912655971
2022-04-25,130000,151500,129000,136000,2827870,302440,SK바이오사이언스,KOSPI,6.878679018857763,6.150018529626814,1.1029411764705883,0.7352941176470588,-2.5735294117647056,-12.132352941176471
2022-07-05,99600,124500,99600,122500,3966679,302440,SK바이오사이언스,KOSPI,5.839212150430395,5.735477988106542,-0.8163265306122449,14.285714285714285,20.408163265306122,8.16326530612245
2022-07-07,123500,145500,123500,138500,5275252,302440,SK바이오사이언스,KOSPI,5.110674977954909,5.247550965971502,1.083032490974729,6.4981949458483745,8.303249097472925,-5.776173285198556
2023-04-13,74400,82400,74300,81100,2143088,302440,SK바이오사이언스,KOSPI,5.638340191322101,6.76444699211204,2.8360049321824907,-3.2059186189889024,-7.274969173859433,-12.700369913686806
2023-05-04,72400,85300,71600,83100,3633080,302440,SK바이오사이언스,KOSPI,5.813267494821698,6.25762097907855,-6.4981949458483745,-3.0084235860409145,-6.137184115523466,-4.452466907340553
2023-08-03,78000,88600,77900,84300,2387320,302440,SK바이오사이언스,KOSPI,7.521825967584551,6.9662496094820625,0.2372479240806643,-4.151838671411625,1.7793594306049825,-10.083036773428232
2024-06-27,50400,59200,50100,53300,2189565,302440,SK바이오사이언스,KOSPI,9.728485778038046,7.529615273738742,-1.3133208255159476,-0.37523452157598497,-2.4390243902439024,1.876172607879925
2024-12-11,49700,58500,49400,57500,886284,302440,SK바이오사이언스,KOSPI,6.020206740742652,6.851854786049329,-0.34782608695652173,-3.304347826086956,0.5217391304347827,-14.347826086956522
2023-03-08,44900,54000,44900,53000,9097803,000990,DB하이텍,KOSPI,8.375809864814926,7.350929294962536,-5.283018867924529,-12.075471698113208,-14.433962264150942,-9.528301886792454
2023-12-28,57900,59000,57500,58600,2761180,000990,DB하이텍,KOSPI,5.88433109682237,6.756353847145476,-6.484641638225256,-11.262798634812286,-12.457337883959044,-12.457337883959044
2024-06-20,48800,58900,47300,57100,15710176,000990,DB하이텍,KOSPI,11.764615667566689,7.509314572469239,-8.581436077057793,-9.98248686514886,-15.32399299474606,-8.93169877408056
2024-09-24,38000,42250,37500,40200,1740189,000990,DB하이텍,KOSPI,5.454559132204937,3.3933401911966135,0.0,0.9950248756218906,0.6218905472636816,0.7462686567164178
2023-02-10,22700,22800,21350,21400,4425570,035250,강원랜드,KOSPI,5.9959480740548505,6.607773599383825,0.0,-1.4018691588785046,-1.4018691588785046,-3.9719626168224296
2024-02-06,15700,16740,15690,16560,2807774,035250,강원랜드,KOSPI,5.939845758898586,6.639526844193827,1.4492753623188406,3.140096618357488,0.7246376811594203,6.702898550724639
2024-05-31,15000,15290,14910,14910,8798283,035250,강원랜드,KOSPI,10.075679108760527,7.412223230921076,0.0,-0.4024144869215292,-1.1401743796109993,-2.3474178403755865
2024-09-05,17230,18610,17020,17730,17062992,035250,강원랜드,KOSPI,11.308559250568843,7.525180039434917,-3.6661026508742243,-1.410039481105471,0.39481105470953193,-2.3124647490129724
2024-01-29,23600,26450,23400,26300,1650562,036460,한국가스공사,KOSPI,7.857805952570247,6.806890145312993,-0.19011406844106463,4.752851711026616,4.182509505703422,1.9011406844106464
2024-02-01,26200,28550,25800,27550,2202413,036460,한국가스공사,KOSPI,5.952395977940265,5.5956724622180065,0.0,-2.35934664246824,0.3629764065335753,11.070780399274046
2024-02-19,27850,30600,27500,30600,3640332,036460,한국가스공사,KOSPI,5.236896526995501,5.80525266010698,-1.6339869281045754,-1.4705882352941175,-2.450980392156863,-4.248366013071895
2024-06-03,29800,38700,29700,38700,13412864,036460,한국가스공사,KOSPI,14.767745586587012,7.600433734065137,1.8087855297157622,-1.2919896640826873,13.695090439276486,44.18604651162791
2024-06-04,40800,49350,38750,39400,33946477,036460,한국가스공사,KOSPI,13.053805622505712,7.085537993362815,10.913705583756345,4.314720812182741,16.243654822335024,41.62436548223351
2024-06-05,39000,44650,37350,43700,23475149,036460,한국가스공사,KOSPI,6.234333415425948,4.0310210179989285,-12.585812356979407,0.6864988558352403,18.53546910755149,45.30892448512586
2023-03-30,26000,30250,25850,29700,965049,017800,현대엘리베이터,KOSPI,9.264165053119848,7.363709242206271,6.7340067340067336,19.865319865319865,11.447811447811448,26.599326599326602
2023-03-31,29850,33650,29700,31700,1770220,017800,현대엘리베이터,KOSPI,9.276686548799264,6.689405881959648,-2.6813880126182967,10.725552050473187,8.675078864353312,8.517350157728707
2023-04-04,30800,36250,30550,35600,1691886,017800,현대엘리베이터,KOSPI,5.879334172665995,4.810987584144396,-1.4044943820224718,-3.2303370786516856,-1.4044943820224718,-5.617977528089887
2024-11-08,47900,51800,47250,50800,528355,017800,현대엘리베이터,KOSPI,5.052535447979746,6.334322921773793,-1.1811023622047243,-5.31496062992126,1.7716535433070866,0.39370078740157477
2022-09-05,29800,33000,29700,31600,1373977,103140,풍산,KOSPI,6.439843519494328,7.124602775956285,-1.5822784810126582,-9.81012658227848,-12.183544303797468,-13.924050632911392
2024-02-22,39000,43850,38950,42200,1340462,103140,풍산,KOSPI,5.341532017126062,6.472429256931201,0.0,-1.066350710900474,2.251184834123223,14.691943127962084
2024-06-21,65700,71000,62700,63500,2712475,103140,풍산,KOSPI,5.253472964991599,4.164346289447267,1.4173228346456692,-1.7322834645669292,-0.31496062992125984,0.7874015748031495
2024-12-24,58200,61700,51300,52100,1696894,103140,풍산,KOSPI,7.01632648588884,4.67730723893038,-1.5355086372360844,-4.126679462571977,,
2022-09-28,147638,149067,137160,139542,606072,011170,롯데케미칼,KOSPI,5.28175145078402,6.643424191018695,-0.34111593642057586,2.0481288787605165,3.413309254561351,9.556262630605838
2024-08-09,88900,89700,79400,79800,833219,011170,롯데케미칼,KOSPI,6.377809220439295,6.181692562091366,2.1303258145363406,3.7593984962406015,3.258145363408521,6.516290726817042
2023-08-10,7873,9016,7817,9007,6570069,018880,한온시스템,KOSPI,6.123131812029096,7.074265181877932,-0.8326856889086267,-1.554346619296103,-2.997668480071056,-5.784389918951927
2024-05-07,6116,6320,5214,5224,21090980,018880,한온시스템,KOSPI,8.800885605862744,7.330144585820778,0.7082695252679938,1.5888208269525268,0.17228177641653905,-6.776416539050537
2022-08-09,402000,437000,402000,428500,265521,097950,CJ제일제당,KOSPI,6.469620771322476,6.970221823226825,-1.1668611435239207,-2.8004667444574096,-2.6837806301050176,-3.38389731621937
2023-05-15,28750,30500,28700,30250,784662,004990,롯데지주,KOSPI,5.3963726944210135,6.825559268175649,-4.462809917355372,-4.628099173553719,-4.132231404958678,-5.950413223140496
2024-01-30,27150,29000,27050,28300,838848,004990,롯데지주,KOSPI,5.322627773352026,5.7711005234500155,2.65017667844523,11.66077738515901,11.130742049469964,6.5371024734982335
2024-02-01,29100,33000,29050,31250,3182501,004990,롯데지주,KOSPI,9.875336521573997,7.248924218546045,1.1199999999999999,0.64,5.92,4.0
2024-11-18,21900,22150,20050,20550,942342,004990,롯데지주,KOSPI,6.692696209665306,6.537683693580205,0.7299270072992701,2.67639902676399,2.18978102189781,-0.7299270072992701
2024-12-17,21900,24650,21850,24300,1481087,004990,롯데지주,KOSPI,5.195206029031463,5.889244563410667,0.0,-7.4074074074074066,-4.526748971193416,
2022-08-10,4425,4800,4410,4675,353329,071970,HD현대마린엔진,KOSPI,5.539882547823231,2.635297541428201,2.8877005347593583,4.385026737967915,7.593582887700536,5.347593582887701
2022-09-26,3960,5040,3920,4140,3048407,071970,HD현대마린엔진,KOSPI,13.65338819041067,7.515358641265258,-9.29951690821256,-13.405797101449277,-8.816425120772948,-7.246376811594203
2022-11-09,4125,4800,4050,4520,1592874,071970,HD현대마린엔진,KOSPI,10.84669103790207,3.256775553018643,-1.5486725663716814,3.761061946902655,9.29203539823009,4.756637168141593
